2016_taxon_oid,Name,Classification,Root-NotRoot,Taxonomic_Group,IMG_Phylum,IMG_Class,IMG_Order,IMG_Family,IMG_Genus,Isolation_Site,taxon_oid_is_same,taxon_oid_is_modified_(either_updated_or_deleted),taxon_oid_was_updated,taxon_oid_was_deleted,updated_taxon_oid_if_applicable,current_taxon_oid,Domain,Sequencing_Status,Study_Name,Genome_Name_/_Sample_Name,Sequencing_Center,IMG_Genome_ID_,Phylum,Class,Order,Family,Genus,Species,NCBI_Taxon_ID,Strain,NCBI_Assembly_Accession,Temperature_Range,Type_Strain,Chlorophyll_Concentration,Habitat,Isolation,Salinity,Sample_Collection_Temperature,Genome_Size___*_assembled,Gene_Count___*_assembled,GC___*_assembled,COG_Count___*_assembled,COG_%___*_assembled,KOG_Count_,KOG_%_,Pfam_Count___*_assembled,Pfam_%___*_assembled,Enzyme_Count___*_assembled,Enzyme_%___*_assembled,KEGG_Count___*_assembled,KEGG_%___*_assembled,Horizontally_Transferred_Count,Horizontally_Transferred_%
650716010,Bacillus_coagulans_2-6,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,650716010,Bacteria,Finished,Weizmannia coagulans 2-6,Weizmannia coagulans 2-6,Shanghai Jiao Tong University,650716010,Firmicutes,Bacilli,Bacillales,Bacillaceae,Weizmannia,Weizmannia coagulans,941639,44963,GCA_000217835.1,Thermophile,Unknown,,Soil,Soil,,,3073079,3052,47.29,1914,62.71,588,19.27,2452,80.34,935,30.64,972,31.85,38,1.25
2503242012,"Bacillus_coagulans_36D1,_ATCC_PTA-5827",NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2503242012,Bacteria,Finished,Weizmannia coagulans 36D1,Weizmannia coagulans 36D1,DOE Joint Genome Institute (JGI),2503242012,Firmicutes,Bacilli,Bacillales,Bacillaceae,Weizmannia,Weizmannia coagulans,345219,36D1,GCA_000169195,Thermotolerant,Unknown,,"Mud, Soil",mud sample in the effluent stream of Old Faithful Geyser 1,,,3552226,3449,46.49,2261,65.56,688,19.95,2849,82.6,1052,30.5,1083,31.4,4,0.12
2522572060,Bacillus_coagulans_CSIL1,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2522572060,Bacteria,Permanent Draft,"Thermophilic and halophilic bacteria from microbial communities enriched on switchgrass with ionic liquid from bioreactor at University of California, Davis",Weizmannia coagulans CSIL1,DOE Joint Genome Institute (JGI),2522572060,Bacillota,Bacilli,Bacillales,Bacillaceae,Weizmannia,Weizmannia coagulans,1298921,CSIL1,GCA_000482605.1,,Unknown,,,Bioreactor,,,3466234,3499,46.29,2303,65.82,715,20.43,2880,82.31,1059,30.27,1106,31.61,55,1.57
2551306099,Bacillus_endophyticus_2102,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2551306099,Bacteria,Permanent Draft,Priestia endophytica 2102,Priestia endophytica 2102,Korea Research Institute of Bioscience and Biotechnology,2551306099,Firmicutes,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia endophytica,1196029,2102,GCA_000283255.1,,Unknown,,,,,,5107189,5172,36.36,3407,65.87,1073,20.75,4324,83.6,1487,28.75,1475,28.52,84,1.62
2568526233,Bacillus_firmus_DS1,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2568526233,Bacteria,Permanent Draft,Cytobacillus firmus DS1,Cytobacillus firmus DS1,Huazhong Agricultural University,2568526233,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus firmus,1307436,DS1,GCA_000565285.1,,Unknown,,,,,,4971242,5013,41.46,3155,62.94,838,16.72,4042,80.63,1309,26.11,1376,27.45,51,1.02
2554235446,Bacillus_infantis_NRRL_B-14911,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2554235446,Bacteria,Finished,Bacillus infantis NRRL B-14911 Genome sequencing,Bacillus infantis NRRL B-14911,"U.S. Department of Agriculture, Meat Animal Research Center",2554235446,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus infantis,1367477,NRRL B-14911,GCA_000473245.1,Mesophile,Unknown,,,1 meters depth in the Gulf of Mexico,,,4884713,5178,46.03,3129,60.43,856,16.53,4000,77.25,1367,26.4,1392,26.88,17,0.33
2519899743,Bacillus_isronensis_B3W22,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2519899743,Bacteria,Permanent Draft,Solibacillus isronensis B3W22,Solibacillus isronensis B3W22,Centre for Cellular and Molecular Biology (CCMB),2519899743,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus isronensis,1224748,B3W22,GCA_000298255.1,Mesophile,Yes,,Air,Cryogenic tube used for collecting an air sample from an altitude of 27-3 km,,30 C,4019895,3984,38.76,2617,65.69,773,19.4,3252,81.63,1158,29.07,1207,30.3,167,4.19
2636416125,Bacillus_licheniformis_12759,PA,PA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2636416125,Bacteria,Permanent Draft,Bacillus licheniformis ATCC 12759 Genome sequencing,Bacillus paralicheniformis ATCC 12759,Los Alamos National Laboratory,2636416125,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus paralicheniformis,1648923,ATCC 12759,GCA_000746885.1,,Unknown,,,,,,4387510,4502,45.81,3018,67.04,823,18.28,3825,84.96,1336,29.68,1383,30.72,2,0.04
2574180310,Bacillus_licheniformis_CG-B52,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2574180310,Bacteria,Permanent Draft,Whlole-Genome sequencing of emergent pathogen Bacillus licheniformis strain CG-B52,Bacillus licheniformis CG-B52,Corporacion CorpoGen,2574180310,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,1368424,CG-B52,GCA_000477395.1,,Unknown,,,,,,4396552,4844,45.74,2932,60.53,798,16.47,3786,78.16,1316,27.17,1369,28.26,4,0.08
2551306495,Bacillus_licheniformis_CGMCC_3963,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2551306495,Bacteria,Permanent Draft,Bacillus licheniformis CGMCC 3963,Bacillus licheniformis CGMCC 3963,Jiangnan University,2551306495,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,1232672,CGMCC 3963,GCA_000315975.1,,Unknown,,,,,,4514887,4925,45.58,2946,59.82,789,16.02,3918,79.55,1330,27.01,1367,27.76,11,0.22
2585427934,Bacillus_licheniformis_F1-1,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2585427934,Bacteria,Permanent Draft,Bacillus licheniformis F1-1 Genome sequencing,Bacillus licheniformis F1-1,University of Queensland,2585427934,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,1433290,F1-1,GCA_000603965.1,,Unknown,,,,,,4112350,4294,46.26,2890,67.3,791,18.42,3665,85.35,1304,30.37,1352,31.49,0,0
2585427935,Bacillus_licheniformis_F2-1,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2585427935,Bacteria,Permanent Draft,Bacillus licheniformis F2-1 Genome sequencing,Bacillus licheniformis F2-1,University of Queensland,2585427935,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,1433291,F2-1,GCA_000603985.1,,Unknown,,,,,,4240430,4476,46.11,2929,65.44,793,17.72,3756,83.91,1307,29.2,1352,30.21,3,0.07
2585427858,Bacillus_licheniformis_G-1,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2585427858,Bacteria,Permanent Draft,Bacillus licheniformis G-1 Genome sequencing,Bacillus licheniformis G-1,University of Queensland,2585427858,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus paralicheniformis,1413213,G-1,GCA_000604165.1,,Unknown,,,,,,4430231,4522,45.75,3020,66.78,832,18.4,3799,84.01,1356,29.99,1399,30.94,6,0.13
2524023182,Bacillus_macauensis_ZFHKF-1,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2524023182,Bacteria,Permanent Draft,Bacillus macauensis ZFHKF-1,Fictibacillus macauensis ZFHKF-1,University of Hong Kong,2524023182,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,Fictibacillus macauensis,1196324,ZFHKF-1,GCA_000269865.1,,Yes,,Aquatic,drinking water supply,,,3736359,3905,40.63,2454,62.84,672,17.21,3175,81.31,1082,27.71,1112,28.48,127,3.25
2585428017,Bacillus_manliponensis_JCM_15802,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2585428017,Bacteria,Permanent Draft,Bacillus manliponensis strain:JCM 15802 Genome sequencing,Bacillus manliponensis JCM 15802,"Third Institute of Oceanography, State Oceanic Administration",2585428017,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus manliponensis,574376,JCM 15802,GCA_000712595.1,,Yes,,,,,,4643113,4424,36.02,2848,64.38,798,18.04,3696,83.54,1209,27.33,1226,27.71,38,0.86
2563367048,Bacillus_marmarensis_DSM_21297,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2563367048,Bacteria,Permanent Draft,Alkalihalophilus marmarensis DSM 21297,Alkalihalophilus marmarensis DSM 21297,"University of California, Los Angeles",2563367048,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalihalophilus,Alkalihalophilus marmarensis,1188261,DSM 21297,GCA_000474275,Mesophile,Yes,,,mushroom compost,,30 C,4020592,4218,39.79,2634,62.45,764,18.11,3337,79.11,1166,27.64,1198,28.4,32,0.76
2547132168,Bacillus_massilioanorexius_AP8,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2547132168,Bacteria,Permanent Draft,Culturomics: study of the human digestive flora,Bacillus massilioanorexius AP8,European Bioinformatics Institute,2547132168,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus massilioanorexius,1211814,AP8,GCA_000321185.1,Mesophile,Yes,,"Host, Human fecal",Stool of a 21-year-old Caucasian French female suffering from a severe form of anorexia nervosa since the age of 12 years,,,4588940,4558,34.1,2888,63.36,816,17.9,3715,81.51,1189,26.09,1251,27.45,216,4.74
2600255092,Bacillus_massiliogorillae_G2,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2600255092,Bacteria,Permanent Draft,Bacillus sp. G2(2012b),Bacillus massiliogorillae G2,European Bioinformatics Institute,2600255092,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus massiliogorillae,1243664,G2(2012b),GCA_000380245,,Yes,,,,,,5431566,5262,34.96,3451,65.58,985,18.72,4353,82.73,1415,26.89,1523,28.94,235,4.47
2547132161,Bacillus_massiliosenegalensis_JC6,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2547132161,Bacteria,Permanent Draft,Bacillus sp. JC63,Robertmurraya massiliosenegalensis JC6,Aix-Marseille University,2547132161,Bacillota,Bacilli,Bacillales,Bacillaceae,Robertmurraya,Robertmurraya massiliosenegalensis,1034347,JC6,GCA_000311725.1,Mesophile,Yes,,"Host, Human fecal",stool sample was collected from a healthy 16-year-old male Senegalese volunteer patient living in Dielmo (rural village in the Guinean-Sudanian zone in Senegal),,307 C,4895941,5009,37.58,3175,63.39,809,16.15,4041,80.67,1324,26.43,1435,28.65,181,3.61
2534681734,Bacillus_methanolicus_PB1,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,0,1,1,0,2811995044,2811995044,Bacteria,Finished,Bacillus methanolicus PB1,Bacillus methanolicus PB1,Norwegian Sequencing Centre (NSC),2811995044,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus methanolicus,997296,PB1,GCA_000262755.1,Thermotolerant,Yes,,Aquatic,Waste water treatment system,,,3445637,3422,39.04,2212,64.64,625,18.26,2781,81.27,1000,29.22,1051,30.71,12,0.35
2615840647,Bacillus_methylotrophicus_JJ-D34,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2615840647,Bacteria,Finished,Bacillus methylotrophicus JJ-D34,Bacillus methylotrophicus JJ-D34,Macrogen,2615840647,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis,492670,JJ-D34,0,,,,,Doenjang (Korean traditional fermented soybean paste),,,4105955,4120,46.24,2742,66.55,790,19.17,3432,83.3,1226,29.76,1252,30.39,7,0.17
2596583586,Bacillus_nanhaiisediminis_CGMCC_1.10116,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2596583586,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Alkalihalobacillus nanhaiisediminis CGMCC 1.10116,DOE Joint Genome Institute (JGI),2596583586,Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,Alkalihalobacillus nanhaiisediminis,688079,CGMCC 1.10116,0,,Yes,,Sediment,sediment sample from the South China Sea CGMCC 1.1116,,,3571384,3637,38.46,2429,66.79,715,19.66,2986,82.1,1089,29.94,1152,31.67,41,1.13
2551306096,Bacillus_oceanisediminis_2691,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,0,1,1,0,2814123076,2814123076,Bacteria,Finished,Cytobacillus oceanisediminis 2691,Cytobacillus oceanisediminis 2691,Korea Research Institute of Bioscience and Biotechnology,2814123076,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus oceanisediminis,1196031,2691,GCA_000294775.2,,Unknown,,,,,,5848607,6092,40.88,3654,59.98,979,16.07,4752,78,1541,25.3,1580,25.94,12,0.2
2596583545,Bacillus_oceanisediminis_CGMCC_1.10115,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2596583545,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Cytobacillus oceanisediminis CGMCC 1.10115,DOE Joint Genome Institute (JGI),2596583545,Bacillota,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus oceanisediminis,665099,CGMCC 1.10115,0,,Yes,,Marine sediment,"marine sediment, South China Sea CGMCC 1.1115",,,5634660,5614,40.88,3537,63,1024,18.24,4531,80.71,1523,27.13,1580,28.14,79,1.41
2579779127,Bacillus_pumilus,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2579779127,Bacteria,Permanent Draft,Bacillus pumilus,Bacillus safensis,Commonwealth Scientific and Industrial Research Organisation (CSIRO),2579779127,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus safensis,561879,0,GCA_000604385.1,,Unknown,,Soil,Soil,,,3826487,3891,41.47,2719,69.88,749,19.25,3403,87.46,1219,31.33,1255,32.25,13,0.33
2524614764,Bacillus_pumilus_CCMA-560,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2524614764,Bacteria,Permanent Draft,Prospecting biosurfactant from microbial communities in mangrove swamp,Bacillus safensis CCMA-560,Macrogen,2524614764,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus safensis,561879,CCMA-560,GCA_000444805.1,,Yes,,Mangrove soil,Mangrove,,,3851819,4121,41.45,2662,64.6,735,17.84,3390,82.26,1218,29.56,1259,30.55,35,0.85
640753007,Bacillus_pumilus_SAFR-032,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,640753007,Bacteria,Finished,Bacillus pumilus SAFR-032,Bacillus pumilus SAFR-032,Baylor College of Medicine,640753007,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pumilus,315750,SAFR-032,GCA_000017885,Mesophile,Unknown,,"Soil, Terrestrial",Spacecraft Assembly Facility at NASA Jet Propulsion Laboratory,,,3704465,3823,41.29,2544,66.54,722,18.89,3234,84.59,1185,31,1219,31.89,71,1.86
2585428026,Bacillus_safensis_CFA06,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2585428026,Bacteria,Permanent Draft,Bacillus safensis strain:CFA06 Genome sequencing,Bacillus safensis CFA06,University of Campinas,2585428026,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus safensis,561879,CFA06,GCA_000715185.1,,Unknown,,,,,,3771318,3675,41.47,2671,72.68,739,20.11,3273,89.06,1208,32.87,1246,33.9,2,0.05
2576861488,Bacillus_safensis_FO-36b,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2576861488,Bacteria,Permanent Draft,Bacillus safensis FO-36b,Bacillus safensis FO-36b,"Third Institute of Oceanography, State Oceanic Administration",2576861488,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus safensis,1178541,FO-36b,GCA_000691165.1,Mesophile,Yes,,,"Spacecraft Assembly Facility, Jet Propulsion Laboratory, Pasadena, CA",,30 C,3731735,3857,41.61,2669,69.2,730,18.93,3351,86.88,1200,31.11,1240,32.15,12,0.31
646564509,Bacillus_selenitireducens_MLS10,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,646564509,Bacteria,Finished,Arsenic/Bacillus/Clostridium,Salisediminibacterium selenitireducens MLS10,DOE Joint Genome Institute (JGI),646564509,Bacillota,Bacilli,Bacillales,Bacillaceae,Salisediminibacterium,Salisediminibacterium selenitireducens,439292,MLS10,GCA_000093085.1,Mesophile,Yes,,"Aquatic, Fresh water",Anoxic muds of Mono Lake California,Halophile,,3592487,3420,48.67,2372,69.36,641,18.74,2854,83.45,1076,31.46,1183,34.59,331,9.68
2548877022,Bacillus_siamensis_KCTC_13613,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2548877022,Bacteria,Permanent Draft,Bacillus siamensis KCTC 13613,Bacillus siamensis KCTC 13613,Korea Research Institute of Bioscience and Biotechnology,2548877022,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus siamensis,1177185,KCTC 13613,GCA_000262045.1,,Yes,,,fermented crab (`Poo-Dong`),,,3779696,3864,46.34,2634,68.17,771,19.95,3298,85.35,1182,30.59,1215,31.44,15,0.39
2545824693,Bacillus_sonorensis_L12,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2545824693,Bacteria,Permanent Draft,Bacillus sonorensis L12 Genome sequencing,Bacillus sonorensis L12,University of Copenhagen,2545824693,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sonorensis,1274524,L12,GCA_000342105.1,,Unknown,,,,,,4647754,4742,45.22,3069,64.72,851,17.95,3903,82.31,1394,29.4,1450,30.58,46,0.97
2506520047,Bacillus_sp._1NLA3E,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2506520047,Bacteria,Finished,Sequencing the genomes of six novel denitrifying bacterial isolates from the uranium and nitrate contaminated subsurface at the U.S. DOE Oak Ridge Integrated Field Research Center (OR-IFRC),Bacillus sp. 1NLA3E,DOE Joint Genome Institute (JGI),2506520047,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 1NLA3E,666686,1NLA3E,GCA_000242895,,Unknown,,Soil,"Uranium and nitrate ccontaminated subsurface at the U.S. DOE Oak Ridge Integrated Field Research Center, TN, USA.",,,4815602,4833,37.95,2998,62.03,842,17.42,3869,80.05,1362,28.18,1403,29.03,437,9.04
649989909,Bacillus_sp._2_A_57_CT2,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,649989909,Bacteria,Permanent Draft,Human Microbiome Project (HMP) Reference Genomes,Bacillus sp. 2_A_57_CT2,Broad Institute,649989909,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 2_A_57_CT2,665959,2_A_57_CT2,GCA_000186145.1,Mesophile,Unknown,,"Host, Human oral cavity",Human oral cavity,,,5859356,5889,40.91,3577,60.74,952,16.17,4766,80.93,1484,25.2,1546,26.25,290,4.92
2516493005,Bacillus_sp._37MA,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2516493005,Bacteria,Permanent Draft,Genomes of fifty methylotrophs isolated from Lake Washington,Bacillus sp. 37MA,DOE Joint Genome Institute (JGI),2516493005,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 37MA,1132442,37MA,GCA_000372765.1,,Unknown,,,,,,3981584,4385,40.55,2532,57.74,701,15.99,3353,76.47,1129,25.75,1153,26.29,43,0.98
2513237325,Bacillus_sp._7_6_55CFAA_CT2,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2513237325,Bacteria,Permanent Draft,Human Microbiome Project (HMP) Reference Genomes,Bacillus sp. 7_6_55CFAA_CT2,Broad Institute,2513237325,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 7_6_55CFAA_CT2,665957,7_6_55CFAA_CT2,GCA_000238655.1,Mesophile,Unknown,,"Host, Human intestinal microflora",,,,5709356,5907,34.91,3369,57.03,928,15.71,4680,79.23,1398,23.67,1424,24.11,4,0.07
2574179736,Bacillus_sp._72,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2574179736,Bacteria,Permanent Draft,Genomes of fifty methylotrophs isolated from Lake Washington,Bacillus sp. 72,DOE Joint Genome Institute (JGI),2574179736,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 72,1131816,72,GCA_000744645.1,,Unknown,,,,,,3908751,4090,40.85,2474,60.49,676,16.53,3203,78.31,1080,26.41,1105,27.02,15,0.37
649989910,Bacillus_sp._BT1B_CT2,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,649989910,Bacteria,Permanent Draft,Human Microbiome Project (HMP) Reference Genomes,Bacillus sp. BT1B_CT2,Broad Institute,649989910,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. BT1B_CT2,665958,BT1B_CT2,GCA_000186125.1,Mesophile,Unknown,,"Host, Human intestinal microflora",Human gastrointestinal tract,,,4341829,4525,45.74,2879,63.62,784,17.33,3807,84.13,1309,28.93,1358,30.01,26,0.57
2562617116,Bacillus_sp._CPSM8,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2562617116,Bacteria,Permanent Draft,Bacillus sp. CPSM8,Bacillus sp. CPSM8,University of Georgia,2562617116,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. CPSM8,1202457,CPSM8,GCA_000409505,,Unknown,,,river sediment,,,4395870,4624,45.89,3003,64.94,824,17.82,3778,81.7,1341,29,1391,30.08,3,0.06
2585427675,Bacillus_sp._DW5-4,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2585427675,Bacteria,Permanent Draft,Bacillus zhangzhouensis DW5-4,Bacillus zhangzhouensis DW5-4,"Third Institute of Oceanography, State Oceanic Administration",2585427675,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus zhangzhouensis,1178540,DW5-4,GCA_000715205.1,,Yes,,,,,,3736192,3674,41.38,2594,70.6,721,19.62,3227,87.83,1173,31.93,1200,32.66,4,0.11
2615840658,Bacillus_sp._ES.034,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2615840658,Bacteria,Permanent Draft,Microbial Interactions in Extremophilic Mat Communities,Bacillus sp. ES.034,DOE Joint Genome Institute (JGI),2615840658,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. (in: Bacteria),1409,ES.034,0,,,,,,,,4514426,4717,43.74,3006,63.73,862,18.27,3829,81.17,1290,27.35,1293,27.41,23,0.49
2615840685,Bacillus_sp._ES.036,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2615840685,Bacteria,Permanent Draft,Microbial Interactions in Extremophilic Mat Communities,Bacillus sp. ES.036,DOE Joint Genome Institute (JGI),2615840685,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. (in: Bacteria),1409,ES.036,0,,,,,,,,4342857,4518,40.36,2963,65.58,859,19.01,3678,81.41,1271,28.13,1281,28.35,18,0.4
2548877017,Bacillus_sp._FJAT-13831,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2548877017,Bacteria,Permanent Draft,Bacillus bingmayongensis FJAT-13831,Bacillus bingmayongensis FJAT-13831,Fujian Academy of Agricultural Sciences,2548877017,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus bingmayongensis,1150157,FJAT-13831,GCA_000299035.1,Mesophile,No,,"Soil, Terrestrial",Isolated from from the No.1 pit soil of Emperor Qin's Terracotta Warriors in China.,,,5471712,5667,35.49,3331,58.78,922,16.27,4542,80.15,1338,23.61,1329,23.45,24,0.42
2579778757,Bacillus_sp._H1a,NPA,NPA,Bacillales,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,1,0,0,0,,2579778757,Bacteria,Permanent Draft,Bacillus sp. H1a,Bacillus sp. H1a,University of Malaya,2579778757,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. H1a,1397276,H1a,GCA_000633475.1,,Unknown,,,,,,5751430,5981,35.04,3467,57.97,929,15.53,4736,79.18,1401,23.42,1383,23.12,16,0.27
